document id;document_name;id_x;annotation;context;start_offset;end_offset;annotator_id;annotator_name;tag_name;color;annotation_id;
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Malvasá;". Jorge. 
Mayo. 
***Malvasá***. 
###El";13825;13832;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/GeoEntity/Landmark;;#C0BF96;CATMA_896DC0AD-2998-445F-B9F3-C8BD30190543
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Rondanillo;". 
Popayán. 
Toro. 
***Rondanillo***. 
##VILLAS.";12990;13000;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/GeoEntity/Settlement;;#31D800;CATMA_83D7C608-222A-4A77-BA61-C6B541FA2EDB
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Simón de Alcozava;"de Loaisa, Español 1525. 
***Simón de Alcozava***, Español 1535. 
Gutierre";10102;10119;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/NonGeoEntity/Person;;#00EFFD;CATMA_314BCCF5-6228-4D63-88C2-C53DA0EB9DD1
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Ocotic;".
Tenalucan.
Quaquala.
***Ocotic***.

###Tepunahuasco";1232;1238;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/GeoEntity/Settlement;;#31D800;CATMA_B9433BE5-228F-46A8-A4F8-88741A2064B6
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Nuevo Reyno de Granada;de la Magdalena en el ***Nuevo Reyno de Granada***: quinto el de la;20849;20871;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/GeoEntity/Territory;;#2FA700;CATMA_36734BEB-0FEE-455C-B133-08A81242D425
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Filipolis;, y á la otra ***Filipolis***, siendo Virrey del Perú;9446;9455;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/GeoEntity/Settlement;;#31D800;CATMA_79A1E8B5-15AE-44A0-A21D-686DA9A00D54
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Paraguay ;dia desde las Llanuras del ***Paraguay ***llamadas Pampas, hasta el;10740;10749;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/GeoEntity/Territory;;#2FA700;CATMA_1BF7E9F3-52F0-4826-9E25-2A10ACB279B2
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Cumbal;". 
Tuqueres. 
Guachical. 
***Cumbal***. 
Ipiales. 
Supia.";13069;13075;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/GeoEntity/Settlement;;#31D800;CATMA_E5F85AFC-4CA5-4FB4-921D-48677AABBB47
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Raposo;pertenece á la Provincia del ***Raposo***, una de las del;14075;14081;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/GeoEntity/Territory;;#2FA700;CATMA_FEC952AC-407A-4638-8781-F81B96858F61
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Castro Virreyna;la Provincia y Corregimiento de ***Castro Virreyna*** en el Perú, anexo;16769;16784;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/GeoEntity/Territory;;#2FA700;CATMA_89086322-9D43-494D-AC60-8F611E2C014E
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Tierra del Fuego;América y la Isla llamada ***Tierra del Fuego***: Lo descubrió Fernando de;8693;8709;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/GeoEntity/Landmark;;#C0BF96;CATMA_2059188C-0A5F-4631-A693-2126267B07A4
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Caloto ;de Almaguer, Neiva y ***Caloto ***las hay muy ricas de;11683;11690;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/GeoEntity/Territory;;#2FA700;CATMA_0613B0B8-5673-4E2C-A9AB-ED84446476BD
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;S. Joseph de Oruña;", cerca de la Capital ***S. Joseph de Oruña***. 

§§§id";1856;1874;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/GeoEntity/Settlement;;#31D800;CATMA_37CE4AFF-41EC-43B4-BBB6-C3F96A7AFF7D
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Puelenge;". 
Timbio. 
Yanaconas. 
***Puelenge***. 
Guanvia. 
NACIONES DE";13525;13533;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/GeoEntity/Settlement;;#31D800;CATMA_CA8ED6AB-8522-47A2-BDEB-E2C04975E90D
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Alto del Rey;"Santa Bárbara. 
Guanacas. 
***Alto del Rey***. 
Quindio. 
La Poblazón";13646;13658;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/GeoEntity/Landmark;;#C0BF96;CATMA_58B712CF-D8BB-49F0-ACD8-5B65B0CFA146
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;TANCONA;"_15690§§§
***TANCONA***, Caleta de la Costa";17495;17502;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/Lemma;;#90008D;CATMA_55CE7F01-FF5A-429B-854A-FB28D1DD99A9
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Nuevo Reyno de Granada;Gobierno de Neiba en el ***Nuevo Reyno de Granada***, tan corto y reducido;6434;6456;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/GeoEntity/Territory;;#2FA700;CATMA_342B8F66-DD9E-46A9-9C16-2AE9FF7F92B9
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Neiba;leguas de la Ciudad de ***Neiba***, es anexo del Curato;6686;6691;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/GeoEntity/Settlement;;#31D800;CATMA_6B28349D-0C67-4A86-A3F9-C64B2E5AA5A8
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Piendamó;"Palo bobo. 
Patia. 
***Piendamó***. 
Pulindara. 
Purasé.";13917;13925;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/GeoEntity/Landmark;;#C0BF96;CATMA_5C1DC483-AD30-4AE0-AB22-14C982281811
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Pacífico ;que desemboca en el mar ***Pacífico ***ó del Sur en 44;11217;11226;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/GeoEntity/Landmark;;#C0BF96;CATMA_169E25F4-4417-427A-98AC-8CA8509042CC
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Almaguer;y en los territorios de ***Almaguer***, Neiva y Caloto las;11665;11673;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/GeoEntity/Territory;;#2FA700;CATMA_F100BA92-4927-40DE-9639-38B828C9CD68
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Almaguer;"_

ßßß
#CIUDADES. 
***Almaguer***. 
Anserma vieja.
 Anserma";12866;12874;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/GeoEntity/Settlement;;#31D800;CATMA_328BEB90-932F-4335-B057-AAF47D038258
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Lucas de Piedrahita;exquisitas: el Ilustrísimo Don ***Lucas de Piedrahita*** dice que tenía 600.000 habitantes;12389;12408;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/NonGeoEntity/Person;;#00EFFD;CATMA_CB189BD3-3ECD-4F4F-A2DA-5F356A9BF1A0
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;TANEPLANTA;"_15694§§§
***TANEPLANTA***, Rio de la Provincia";17998;18008;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/Lemma;;#90008D;CATMA_169BEE62-9B3C-4E01-9CCF-1C71A95323D9
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Tuqueres;"La Candelaria. 
PUEBLOS. 
***Tuqueres***. 
Guachical. 
Cumbal.";13044;13052;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/GeoEntity/Settlement;;#31D800;CATMA_50667CB1-6CA1-46E7-A201-BF3C05ABE0B7
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Pedro Sarmiento;"Francisco Drack, Ingles 1577. 
***Pedro Sarmiento***, Español 1579. 
Diego";10249;10264;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/NonGeoEntity/Person;;#00EFFD;CATMA_B33B2FAB-3FF4-4789-8C45-EF32CEB47AC6
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Collahuas ;"la Provincia y Corregimiento de ***Collahuas ***en el Perú. 

§";8269;8279;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/GeoEntity/Territory;;#2FA700;CATMA_3456D936-5E5A-4CE8-853E-D045E34CC3CF
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Cauca ;pero el mayor es el ***Cauca ***que entra en el grande;12217;12223;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/GeoEntity/Landmark;;#C0BF96;CATMA_9D560A8F-A3CB-4BC6-856B-34AF8B3CD1D7
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Guaitara ;"#Pupiales. 
Carlosama. 
***Guaitara ***ó Guaitarilla. 
Tumaco.";13160;13169;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/GeoEntity/Settlement;;#31D800;CATMA_84DDB781-B9AC-4DBE-84CC-861F50639F4E
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Bayari;los bosques cerca del rio ***Bayari*** al S del Marañon.;3640;3646;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/GeoEntity/Landmark;;#C0BF96;CATMA_D8C95C17-0F91-4809-B3D3-BD00B2E97283
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Tierra-Firme;del Darién y Reyno de ***Tierra-Firme***, nace en las Montañas;8380;8392;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/GeoEntity/Territory;;#2FA700;CATMA_4C1608E6-56A2-479F-B030-98C0219F607C
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Tierra-Firme;Darién en el Reyno de ***Tierra-Firme***: nace cerca de la;320;332;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/GeoEntity/Territory;;#2FA700;CATMA_CFF7FAAD-65EB-4D6F-9717-2164BEC06EC2
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Bartolomé y Gonzalo Nodal;"Jorge Spilberg, Holandés 1615.
***Bartolomé y Gonzalo Nodal***, Españoles 1618.
Juan";10486;10511;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/NonGeoEntity/Person;;#00EFFD;CATMA_4170FB27-D04B-417C-94A6-CFF89745BC9D
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Tepunahuasco;"Ocotic.

###***Tepunahuasco***.
Yotahuacan.
Tacotan.";1246;1258;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/GeoEntity/Settlement;;#31D800;CATMA_C8BB4C94-1087-4967-9E86-1749F335EBE8
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Julumito;"del Rey. 
Cucunuco. 
***Julumito***. 
Paniquitá. 
Timbio.";13477;13485;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/GeoEntity/Settlement;;#31D800;CATMA_ABCA0F19-C00A-40A1-9E0B-5C3029990700
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;HOGOLIGIS;"_07244§§§
***HOGOLIGIS***, Pueblo de Indios de";7939;7948;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/Lemma;;#90008D;CATMA_E100A2B7-13D6-4E09-9C30-D3CA6E157518
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Zamora ;de la Alcaldía mayor de ***Zamora ***en Nueva España, situado;18468;18475;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/GeoEntity/Territory;;#2FA700;CATMA_8A45AE27-697C-4116-A305-53A41F1482B2
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Manalisco;":

ßßß
#Cantla.
***Manalisco***.
Huisculco.
Yagualica.";1116;1125;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/GeoEntity/Settlement;;#31D800;CATMA_F8741B9D-8D6C-498A-8FCF-C4D131814F16
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;México ;Rio de la Provincia de ***México ***y Reyno de Nueva España;18033;18040;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/GeoEntity/Territory;;#2FA700;CATMA_DD21B1F4-7E4F-4C81-B110-5D4BC6728AC8
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;México ;entrar en la laguna de ***México ***por el puente que conserva;18199;18206;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/GeoEntity/Landmark;;#C0BF96;CATMA_4462C521-531D-40C1-934C-966411EA9868
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Sebastián de Belalcazar;por su descubridor y conquistador ***Sebastián de Belalcazar*** el año de 1536 en;14235;14258;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/NonGeoEntity/Person;;#00EFFD;CATMA_D9F9D1F3-ACC2-474E-9E27-A62458E7D735
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Oliverio Noort;"Cordero, Flamenco. 1599.
***Oliverio Noort***, Holandés 1599.
Jorge";10422;10436;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/NonGeoEntity/Person;;#00EFFD;CATMA_FB8E3509-A0CB-4EB8-81D8-A1892A215CE5
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Pampas;las Llanuras del Paraguay llamadas ***Pampas***, hasta el Estrecho de;10758;10764;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/GeoEntity/Landmark;;#C0BF96;CATMA_4DA4BE9A-1476-4E69-9941-4F26F11B9216
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Mojarras;"##El Molino. 
***Mojarras***. 
Ovejas. 
Ollucos.";13852;13860;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/GeoEntity/Landmark;;#C0BF96;CATMA_45940826-5DAC-4966-AA26-B30D87154E2A
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;CUQUE;"_05049§§§
***CUQUE***, Rio caudaloso de la";246;251;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/Lemma;;#90008D;CATMA_C943B1E5-555F-4A56-AC23-EE3B8D77425B
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Araucanos;"las incursiones de los Indios ***Araucanos***.

§§§id";2307;2316;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/NonGeoEntity/Human Group;;#00B0A2;CATMA_C4E659CD-E364-4313-8DD9-F33DD1C51467
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Valles ;Provincia y Alcaldía mayor de ***Valles ***en Nueva España, es;16945;16952;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/GeoEntity/Territory;;#2FA700;CATMA_B7A4DA76-616E-4D63-9D71-ECAB88401089
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Valles ;Tampamolon y Alcaldía mayor de ***Valles ***en Nueva España, situado;16272;16279;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/GeoEntity/Territory;;#2FA700;CATMA_647ACCAE-2DB5-42E2-A1F2-70A282A4F73A
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Tarena;"entra en el Cano de ***Tarena***.

§§§id";437;443;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/GeoEntity/Landmark;;#C0BF96;CATMA_72D77FAF-164D-4817-B3E6-C6012A3D33B9
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;CURABICO;"_05053§§§
***CURABICO***, Rio de la Provincia";1637;1645;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/Lemma;;#90008D;CATMA_B06D530A-0E9C-4105-ACBE-A456147E605E
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;El Cofre;". 
Bojoleo. 
Cauca. 
***El Cofre***. 
Ejido. 
Esmita.";13744;13752;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/GeoEntity/Landmark;;#C0BF96;CATMA_63954F26-5706-4928-BE2A-83AE0AE8BC34
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Cali;". 
Barbacoas. 
Buga. 
***Cali***. 
Caloto. 
Cartago.";12933;12937;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/GeoEntity/Settlement;;#31D800;CATMA_C5AC3FEF-FF05-4D2F-8C62-762A1BA1FDFB
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Rey ;enfrente de las Islas del ***Rey ***ó de las Perlas.;8476;8480;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/GeoEntity/Landmark;;#C0BF96;CATMA_0F797E76-2787-4455-82BC-402EC296BC2A
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Pueches ;, los Poyas, y ***Pueches ***más acia el Reyno de;11117;11125;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/NonGeoEntity/Human Group;;#00B0A2;CATMA_843764D6-A222-4BF2-A923-67D8CB8F3535
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;CURAPO;"_05067§§§
***CURAPO***, Pueblo de las Misiones";3794;3800;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/Lemma;;#90008D;CATMA_431697D5-19AD-47F2-B01F-96B08ED447C6
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Quito ;es la que baxa de ***Quito ***en los situados que se;11920;11926;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/GeoEntity/Settlement;;#31D800;CATMA_105ABC17-D59F-4E15-9BBB-8BD76865EB23
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Pastos ;la Provincia y Corregimiento de ***Pastos ***en el Reyno de Quito;18325;18332;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/GeoEntity/Territory;;#2FA700;CATMA_1297B997-DE15-4AC1-830D-82CC543CDE20
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Pastos ;la Provincia y Corregimiento de ***Pastos ***en la jurisdicción y distrito;4489;4496;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/GeoEntity/Territory;;#2FA700;CATMA_093650DE-24BD-4AA4-9DCC-08E91397AA68
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Jorge Spilberg;"Oliverio Noort, Holandés 1599.
***Jorge Spilberg***, Holandés 1615.
Bartolomé";10454;10468;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/NonGeoEntity/Person;;#00EFFD;CATMA_88B63615-510C-41CB-9CD6-1113235F8370
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Pulindara;". 
Patia. 
Piendamó. 
***Pulindara***. 
Purasé. 
Quilcasé.";13929;13938;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/GeoEntity/Landmark;;#C0BF96;CATMA_2E6F3560-8775-47EC-9451-6EA95B66DE3D
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Darién ;la Provincia y Gobierno del ***Darién ***en el Reyno de Tierra-Firme;298;305;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/GeoEntity/Territory;;#2FA700;CATMA_578586B2-DBB6-43C6-AA0A-C2E23091A7B1
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Darién ;la Provincia y Gobierno del ***Darién ***y Reyno de Tierra-Firme,;8362;8369;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/GeoEntity/Territory;;#2FA700;CATMA_0A917990-2E4E-408A-96B1-C0F9E52C43BC
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;S. Jorge;"Guachicon. 
Yervas buenas. 
***S. Jorge***. 
Mayo. 
Malvasá.";13805;13813;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/GeoEntity/Landmark;;#C0BF96;CATMA_33166F8D-B80C-4D49-BB15-D427A9088204
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Soconusco ;primer lugar es el de ***Soconusco ***en el Reyno de Guatemala;20515;20525;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/GeoEntity/Settlement;;#31D800;CATMA_4D27D480-D035-47F9-9FBE-4844C6B5E879
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;HIZCOTEPEC;"_07236§§§
***HIZCOTEPEC***, San Lucas de)";6023;6033;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/Lemma;;#90008D;CATMA_98F4AD06-A702-41A7-99F7-DB6250383932
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;Jacobo Heremite;"Juan Moore, Holandés 1619.
***Jacobo Heremite*** 1670.
Carlos Enrrique Clerck";10558;10573;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/NonGeoEntity/Person;;#00EFFD;CATMA_CC5086C2-E7DE-457C-B80A-7552C3AB4C76
D_4C288ED5-3B24-4B29-882D-13A99FC07171;Sample3;22837;MAESTRA;"_09343§§§
***MAESTRA***, Río de la)";8311;8318;C_56BF0181-636D-4AB4-9118-028904FEF641;Sample3 Default Annotations;/Lemma;;#90008D;CATMA_27C209D3-077B-4A85-B650-E23AC2EB6218
