document id;document_name;id_x;annotation;context;start_offset;end_offset;annotator_id;annotator_name;tag_name;color;annotation_id
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;punta ;"Domingo, frente de la ***punta ***de la Beata. 

§";38946;38952;C_D5BA943E-8D0D-4725-AB55-D6B8B85A9EEA;Werner;_Concept_Feature Type_NaturalFeatureType;#EF3B00;CATMA_B646C0F3-2DB5-44E0-8126-C84BD12F485F
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;punta ;Sur, cerca de la ***punta ***de la gran Salina.;52633;52639;C_D5BA943E-8D0D-4725-AB55-D6B8B85A9EEA;Werner;_Concept_Feature Type_NaturalFeatureType;#EF3B00;CATMA_903DEAB4-0938-4BA4-8870-DA133B561987
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;punta ;"de la Peña y la ***punta ***de Sabanetas. 

§§";43830;43836;C_D5BA943E-8D0D-4725-AB55-D6B8B85A9EEA;Werner;_Concept_Feature Type_NaturalFeatureType;#EF3B00;CATMA_A360513C-4A4B-4E3B-B9B8-19699F61AC50
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;punta ;de Magallanes, entre la ***punta ***de Nuestra Señora del Valle;123267;123273;C_D5BA943E-8D0D-4725-AB55-D6B8B85A9EEA;Werner;_Concept_Feature Type_NaturalFeatureType;#EF3B00;CATMA_63BABE42-D27F-4EFD-9211-9413AF813810
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;punta ;"de Padre Pin y la ***punta ***de Macury.

§§";123441;123447;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_NaturalFeatureType;#EF3B00;CATMA_7555CE19-4377-439B-872E-003E34F55785
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;punta ;"morro de Puercos y la ***punta ***Mala. 

§§§";38834;38840;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_NaturalFeatureType;#EF3B00;CATMA_036EC2FE-9802-4DD4-8149-2D7A938EC9A4
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;punta ;"la de Baxanas y la ***punta ***del Padre. 

§§";141171;141177;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_NaturalFeatureType;#EF3B00;CATMA_E1467B9B-EF64-4F5D-8ADD-F7FFC40EDEAE
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;monte;dos grandes: en este ***monte*** tienen su nacimiento los rios;82525;82530;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_NaturalFeatureType;#EF3B00;CATMA_B9BC47E5-EE58-4498-822E-E740B3D53CCB
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;monte;Tiene el mismo nombre un ***monte*** muy alto del Reyno de;10228;10233;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_NaturalFeatureType;#EF3B00;CATMA_C4510264-14D1-447E-B00D-C3F657D88E8E
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;monte;"siempre á Levante; este ***monte*** es uno de los que";10598;10603;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_NaturalFeatureType;#EF3B00;CATMA_80405A09-BCC4-496A-A560-DECBC993B518
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;monte;el mismo Reyno nace del ***monte*** de Cotacache en la de;122753;122758;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_NaturalFeatureType;#EF3B00;CATMA_335AE5C2-A77B-4881-BBB0-2C5C6D6D141F
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;monte;lo que también le llaman ***monte*** de la nieve, sirve;10388;10393;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_NaturalFeatureType;#EF3B00;CATMA_C0202A99-874A-4BBA-BA01-746D43B14386
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;monte;"Orinoco, y cerca del ***monte*** de Paria; habitan entre";23617;23622;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_NaturalFeatureType;#EF3B00;CATMA_3160880F-3C2D-4C0B-8450-842852936E69
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;monte;"14729§§§
Un ***monte*** y volcán de la Cordillera";123480;123485;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_NaturalFeatureType;#EF3B00;CATMA_891DF3B0-780E-48B1-8BE4-821AC161EBF8
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;Fuerte;donde tienen los Portugueses un ***Fuerte*** ó Castillo con nombre de;26798;26804;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_Building_HumanFeatureType;#EA6D01;CATMA_915A1FE5-63DC-4E14-AD39-1CA78C42D43A
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;Fuerte;"§
FOURCHES, Trois) ***Fuerte*** y establecimiento de los Ingleses";36341;36347;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_Building_HumanFeatureType;#EA6D01;CATMA_FE941000-FAE6-4E6D-891C-341FF69D079D
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;Punta;FOURCHU, Cabo de) ***Punta*** de la Costa de Escocia;36811;36816;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_NaturalFeatureType;#EF3B00;CATMA_33E1A6CB-C155-4469-BA3E-9D4981D212B0
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;Punta;"10681§§§
Una ***Punta*** de la Costa en la";76822;76827;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_NaturalFeatureType;#EF3B00;CATMA_F8A16F1B-ABFE-4217-9D58-E3C29F6A2183
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;Punta;Espíritu Santo, entre la ***Punta*** de Tiburón y la Isla;16022;16027;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_NaturalFeatureType;#EF3B00;CATMA_097A1229-5720-4E40-8570-3967E75970BC
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;Punta;á mucha distancia entre la ***Punta*** de la Beata, y;11630;11635;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_NaturalFeatureType;#EF3B00;CATMA_A0A218DA-E747-478C-B325-FA8D021DE345
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;Punta;Capuchinos Aragoneses, en la ***Punta*** de Paria y Costa interior;18602;18607;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_NaturalFeatureType;#EF3B00;CATMA_2DE4F0F2-001C-4F4E-80FA-725F60470059
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;Punta;dilatada boca, entre la ***Punta*** de Taburon, y la;24881;24886;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_NaturalFeatureType;#EF3B00;CATMA_199A0E15-B349-44BD-A479-4E90EA34155F
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;Punta;"Perú, junto á la ***Punta*** de Chile.

§§";3257;3262;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_NaturalFeatureType;#EF3B00;CATMA_0F57BC12-6E6A-4160-9FFE-485B13A2BB0D
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;P.;que son los que el ***P.*** Gumilla nombra boritos, y;138787;138789;C_D5BA943E-8D0D-4725-AB55-D6B8B85A9EEA;Werner;_Concept_Title-Role;#FF97A5;CATMA_386D741B-1E61-4F38-93BE-4B36C422C939
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;sierra;Perú: nace en la ***sierra***, y se incorpora después;66890;66896;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_NaturalFeatureType;#EF3B00;CATMA_1F8E6E2B-E6E4-47BD-9D40-97DCCA95B9F4
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;sierra;Sierra de Maestro) ó ***sierra*** lunar, cordillera de montañas;15905;15911;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_NaturalFeatureType;#EF3B00;CATMA_473509DB-2D84-42E7-BE45-6D1300264CFE
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;sierra;en la aspereza de una ***sierra*** donde viven poco menos que;45323;45329;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_NaturalFeatureType;#EF3B00;CATMA_F037EB83-5C5D-491C-BA24-4542C28CD0C2
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;sierra;uno que baxa de la ***sierra*** de Zongolica, y otro;14810;14816;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_NaturalFeatureType;#EF3B00;CATMA_38499115-D240-42CC-85A8-3FBE8CAB55B8
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;sierra;Cumaná: nace en la ***sierra*** de Imataca, y sale;70511;70517;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_NaturalFeatureType;#EF3B00;CATMA_7209C6E5-CCDA-421C-A1CA-AFB394605C8F
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;sierra;Nace al pie de la ***sierra***, cerca del Pueblo de;25028;25034;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_NaturalFeatureType;#EF3B00;CATMA_71F76537-EF05-4CC1-AFFC-157EBA92BFD9
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;sierra;más alto de una elevada ***sierra*** en que viven unidos muchos;154162;154168;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_NaturalFeatureType;#EF3B00;CATMA_500EA0F6-B449-4F0E-86A0-C63CED87D425
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;sierra;en las vertientes de la ***sierra***, de donde baxan muchos;94826;94832;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_NaturalFeatureType;#EF3B00;CATMA_E64D6674-C87A-4BEC-9B47-1B957F3787CF
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;sierra;á la falda de la ***sierra*** de este nombre. Es;29548;29554;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_NaturalFeatureType;#EF3B00;CATMA_077EF46C-3664-4B96-98FA-1D94CC30C3DA
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;sierra;hay al pie de la ***sierra*** del Carrizal por la vanda;77289;77295;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_NaturalFeatureType;#EF3B00;CATMA_146138AA-363B-4328-B79F-6FE2EDC8651C
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;sierra;, que nace en la ***sierra***, cerca de la Villaboa;3040;3046;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_NaturalFeatureType;#EF3B00;CATMA_ED9C40EB-17ED-4CE6-B755-3E0484B7F3F3
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;pueblecillos ;los de dos barrios ó ***pueblecillos ***anexos á él, que;132437;132450;C_D5BA943E-8D0D-4725-AB55-D6B8B85A9EEA;Werner;_Concept_Feature Type_SettlementFeatureType;#995800;CATMA_08B3CFEB-D5FF-40ED-BE15-1DBF1B0E6899
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;pueblecillos ;los de seis barrios ó ***pueblecillos ***que hay en su distrito;128680;128693;C_D5BA943E-8D0D-4725-AB55-D6B8B85A9EEA;Werner;_Concept_Feature Type_SettlementFeatureType;#995800;CATMA_D38DBBD6-2261-4F2C-ACC4-7BB7E63CF0D1
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;Parroquia;"; era antes cabeza de ***Parroquia***, que se trasladó á";131105;131114;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_MinorDistrictFeatureType;#C05900;CATMA_045793E9-F513-415F-AC06-2B521EA4176E
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;Parroquia;Henares, Cura de la ***Parroquia*** de San Juan en Madrid;107998;108007;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_MinorDistrictFeatureType;#C05900;CATMA_577252D7-2246-4FD2-9A5A-E40F5A9DBF43
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;Parroquia;Isla de Barbada en la ***Parroquia*** y distrito de San Joseph;65787;65796;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_MinorDistrictFeatureType;#C05900;CATMA_14956A4E-D4E5-420B-BE74-369B7E827F27
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;Parroquia;Reyno tiene una ayuda de ***Parroquia***, y 150 familias de;114697;114706;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_MinorDistrictFeatureType;#C05900;CATMA_BA79A435-A68C-406D-BF9B-B53EBFAF8BFE
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;Parroquia;la misma Isla de la ***Parroquia*** y distrito de Santo Tomás;64414;64423;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_MinorDistrictFeatureType;#C05900;CATMA_D23FBF48-7CC3-441A-9DE1-1956C50335A7
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;Parroquia;"14718§§§
Otro ***Parroquia*** de los Ingleses en la";121368;121377;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_MinorDistrictFeatureType;#C05900;CATMA_496BEF55-8542-4BE3-96EF-1B05B1CACE6C
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;Parroquia;"en el distrito de la ***Parroquia*** de Todos Santos. 

§";65902;65911;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_MinorDistrictFeatureType;#C05900;CATMA_D6F44A57-4156-4EA2-8285-23595F627E68
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;Parroquia;grande, dos Ayudas de ***Parroquia*** y un Convento de la;34435;34444;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_MinorDistrictFeatureType;#C05900;CATMA_B70B6A17-B5B9-4289-BACC-C4B81AF787FF
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;Parroquia;"en el distrito de la ***Parroquia*** de San Felipe. 

§";35714;35723;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_MinorDistrictFeatureType;#C05900;CATMA_4C00B7B5-6EC0-4A4B-89D1-6A0C789763C3
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;Parroquia;"§§§
Otro también ***Parroquia*** de los Ingleses y Cabeza";121476;121485;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_MinorDistrictFeatureType;#C05900;CATMA_F223D635-A416-463C-9137-2606FC529EF8
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;Parroquia;de Sac) Pueblo y ***Parroquia*** de la Isla de Martinica;58483;58492;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_MinorDistrictFeatureType;#C05900;CATMA_8F414AF4-492E-46DF-8BE5-4D57A292CAE4
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;Parroquia;de 1628, erigió la ***Parroquia*** de Santa Ana, y;104965;104974;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_MinorDistrictFeatureType;#C05900;CATMA_ED0CAF50-DB16-463A-9552-3EF483D188AE
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;Parroquia;"§§
Otro que es ***Parroquia*** de los Franceses en la";52526;52535;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_MinorDistrictFeatureType;#C05900;CATMA_C1687004-2551-4318-AA80-6E36998718C9
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;Parroquia;"en el distrito de la ***Parroquia*** de San Joseph. 

§";64322;64331;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_MinorDistrictFeatureType;#C05900;CATMA_2D7C3BC5-79C4-4C03-8653-49CA755937F3
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;seno;sale al mar en el ***seno*** ó golfo Mexicano al E;149016;149020;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_NaturalFeatureType;#EF3B00;CATMA_CEE4C66F-D63B-4371-996A-8276DEF546F9
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;seno;sale al mar en el ***seno*** ó golfo Mexicano al E;150945;150949;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_NaturalFeatureType;#EF3B00;CATMA_92564EDE-9879-4092-AE3E-644F7946934E
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;Angostura;. XAVIER Estrecho de) ***Angostura*** del rio Paraguay en el;141231;141240;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_NaturalFeatureType;#EF3B00;CATMA_4271C2B7-2AD1-4998-8078-D41B6FAEF968
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;Universidad ;de San Martin y Real ***Universidad ***de San Marcos de Lima;110921;110933;C_D5BA943E-8D0D-4725-AB55-D6B8B85A9EEA;Werner;_Concept_Feature Type_Building_HumanFeatureType;#EA6D01;CATMA_0278F344-5327-4386-8D18-61FD04722931
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;boca;"y a su entrada o ***boca***. 

§§§id";43706;43710;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_NaturalFeatureType;#EF3B00;CATMA_DBE7DE2B-470B-47E7-91B5-2A57576AFFA0
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;Puertos ;sale al mar entre los ***Puertos ***de Pincet y de Orange;36200;36208;C_D5BA943E-8D0D-4725-AB55-D6B8B85A9EEA;Werner;_Concept_Feature Type_NaturalFeatureType;#EF3B00;CATMA_FA42445C-033E-4242-8AB9-950D0472ECA2
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;Monte;"§§§
MORRO-CHICO, ***Monte*** de la Costa de la";67961;67966;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_NaturalFeatureType;#EF3B00;CATMA_525D42B1-6729-4005-85FC-5784DF8D0512
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;Monte;"10647§§§
Otro ***Monte*** con el mismo aditamento que";67172;67177;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_NaturalFeatureType;#EF3B00;CATMA_A637EFF9-3018-46C6-A234-577AD9599477
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;Monte;"§§§
MOXANDA, ***Monte*** muy alto, siempre cubierto";82208;82213;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_NaturalFeatureType;#EF3B00;CATMA_AF7F39C6-49C4-41B5-8906-EBD9936C87A3
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;Monte;"10646§§§
Un ***Monte*** con el sobrenombre de Hermoso";66985;66990;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_NaturalFeatureType;#EF3B00;CATMA_38707325-F6AD-41E0-9D0A-9DB2B6E6F645
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;castillos ;muchas ruinas de poblaciones y ***castillos ***grandes que se ven,;142654;142664;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_Building_HumanFeatureType;#EA6D01;CATMA_0A07D3AA-AEBA-44FA-AD12-45C47BD8E37C
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;bosques;Jeneiro, habita en los ***bosques*** y montes que hay al;17105;17112;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_NaturalFeatureType;#EF3B00;CATMA_1F27401B-B23D-48F7-A055-639E90C66DF8
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;bosques;Jaen, está llena de ***bosques***, rios, lagos y;140705;140712;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_NaturalFeatureType;#EF3B00;CATMA_A6FB2A39-7B6F-448C-BB77-8075B7B99087
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;bosques;Logroño, retirándose á los ***bosques*** con las mugeres Españolas que;147724;147731;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_NaturalFeatureType;#EF3B00;CATMA_DA437B13-AC34-4146-A347-22B435289CFC
D_B5B9287C-03CF-44FD-8774-675D5641F2B1;sample;173834;bosques;, se crían en los ***bosques***, parages incultos, almacenes;172822;172829;C_FE465A0D-350B-4CAA-8E0C-7EEBB1601DAB;Alcedo Preset;_Concept_Feature Type_NaturalFeatureType;#EF3B00;CATMA_E07071BD-6177-48AD-AFD3-35770F063C33
