document id;document_name;id_x;annotation;context;start_offset;end_offset;annotator_id;annotator_name;tag_name;color;annotation_id
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Hacas;", anexo al Curato de ***Hacas***.

§§§id";847;852;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Settlement;#31D800;CATMA_F572FEE4-F809-45C0-817D-098493576105
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Guadalaxara;"Nueva Galicia y Obispado de ***Guadalaxara***; tiene 15. familias";5459;5470;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Territory;#2FA700;CATMA_0AF7B5CB-3E23-4C76-BDE3-7989EA7840B8
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Honda ;Pueblo de la jurisdición de ***Honda ***y Gobierno de Mariquita en;9571;9577;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Territory;#2FA700;CATMA_CB1E84CB-9498-4B2F-BF0B-9A32C8DF7C09
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Grande ;al S entre el rio ***Grande ***y el de Tortoise,;8836;8843;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Landmark;#C0BF96;CATMA_9A4D544A-B8CC-4C75-9723-3ADABE99B27B
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Utrech;pesca en la paz de ***Utrech***: está en 52 gr;7797;7803;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Settlement;#31D800;CATMA_6AEAC1C8-566B-439C-AA80-646C9B8F1BD9
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Mexico ;, exaltado al Imperio de ***Mexico ***por muerte de Motezuma,;4136;4143;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Settlement;#31D800;CATMA_740B208F-CC56-4392-91E4-1E740C202D45
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Windham ;, Ciudad del Condado de ***Windham ***en la Provincia de Connecticut;6158;6166;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Territory;#2FA700;CATMA_4F511920-441B-4D54-8E08-8DE61E049BBA
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Canta ;la Provincia y Corregimiento de ***Canta ***en el Perú, anexo;60;66;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Territory;#2FA700;CATMA_FF7CEA40-D600-4C87-844C-FE8F5CE69AA7
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Cotoche;., y el de ***Cotoche***, extremidad oriental de la;3968;3975;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Landmark;#C0BF96;CATMA_0CD08A61-B2BE-49C5-BB22-79B59457AEF9
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Ternera;du) ó ensenada de ***Ternera***, Pueblo y Parroquia de;8933;8940;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Landmark;#C0BF96;CATMA_82126C73-D01A-4FDC-8590-8CEE780D28D8
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Nueva Escocia ó Acadia;de la Costa de la ***Nueva Escocia ó Acadia***, son quatro todas pequeñas;9417;9439;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Territory;#2FA700;CATMA_FB07D1B8-A0CC-4B9A-AFEA-675FD36C95B0
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Petit Trou;"grande de Nipe y el ***Petit Trou***. 

§§§id";9120;9130;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Landmark;#C0BF96;CATMA_DB3516A7-CA74-4BDC-A4A8-F68B1155B8A2
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Valle ;la Villa del Marquesado del ***Valle ***y Alcaldía mayor de Quatro;5881;5887;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Territory;#2FA700;CATMA_99E83106-BC37-4F57-B78F-F8356084DEAD
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;México;"acreditado en la conquista de ***México***; viéndose separado de este";3540;3546;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Settlement;#31D800;CATMA_C3D07530-5A5D-4374-B39F-A58586A14E9E
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;México;la laguna que va á ***México***, á distancia de cerca;4922;4928;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Settlement;#31D800;CATMA_4EF6AF15-1559-4D46-B19B-A7255A1B5A21
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;México;S quarta al SE de ***México***, y tiene 61.;4830;4836;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Settlement;#31D800;CATMA_C666BB13-D9DD-4036-B5D1-C07F906B3870
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Couhuacán;"Aztahuacan. 
Santa Marta.
***Couhuacán***.
Santiago Chahmaltepeque.
San";4322;4331;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Settlement;#31D800;CATMA_146BFF8A-97B7-4812-B540-540A7A7D308C
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Huarochiri ;la Provincia y Corregimiento de ***Huarochiri ***en el Perú, anexo;645;656;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Settlement;#31D800;CATMA_28C110DC-32E2-4121-85FA-317D80C056E0
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Nueyá España;"mayor de Quatro Villas en ***Nueyá España***; tiene 30. familias";5924;5936;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Territory;#2FA700;CATMA_6D5A885F-39BE-483A-A8CE-083E52520F5C
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Orinoco ;, y entra en el ***Orinoco ***cerca del sitio de la;1139;1147;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Landmark;#C0BF96;CATMA_8FF3840D-C513-45E7-ACB3-1BA6687B3059
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Santa María Aztahuacan;"la Gentilidad. 

##***Santa María Aztahuacan***. 
Santa Marta.
Couhuacán";4282;4304;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Settlement;#31D800;CATMA_A9080C9E-AFBF-45D9-9353-5D5865B50229
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Santiago Chahmaltepeque.;"Santa Marta.
Couhuacán.
***Santiago Chahmaltepeque.***
San Lorenzo.
San Mateo";4334;4358;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Settlement;#31D800;CATMA_C2A04465-E888-4FF4-BCBB-21A53778809E
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Connecticut;Windham en la Provincia de ***Connecticut***, una de las de;6185;6196;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Territory;#2FA700;CATMA_97C65A9C-C8CB-4E7D-8DAE-41E3D8AB1ABC
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Cuitlahuatzin;"@

#de su Rey ***Cuitlahuatzin***, exaltado al Imperio de";4098;4111;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_NonGeoEntity_Person;#00EFFD;CATMA_DB9753E2-E3B2-499C-B7DD-B982AF275B8A
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Honda;", y lo mismo de ***Honda***. 

§§§id";9914;9919;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Settlement;#31D800;CATMA_F040BF82-892B-4F74-9B63-A7BAA12D9A7A
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Santa Marta;la calzada del llano de ***Santa Marta***, muy frecuentado de requas;4730;4741;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Landmark;#C0BF96;CATMA_ED95A6D5-E672-46E2-9F36-07FE928046AF
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Santa Marta;"#Santa María Aztahuacan. 
***Santa Marta***.
Couhuacán.
Santiago Chahmaltepeque";4308;4319;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Settlement;#31D800;CATMA_B4FE7B01-8ED2-4CCA-BFE7-2C88AB6C15A8
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Quatro Villas;"Valle y Alcaldía mayor de ***Quatro Villas*** en Nueyá España; tiene";5907;5920;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Territory;#2FA700;CATMA_2875A5B7-34F9-4AD6-9CB0-1CE0C211AD96
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Canards ;y están entre las de ***Canards ***y el banco de Scal;9489;9497;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Landmark;#C0BF96;CATMA_96C302E3-2754-40F6-806B-AC5D0C48D505
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Unamarca ;pequeña de la laguna de ***Unamarca ***en la Provincia y Corregimiento;8110;8119;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Landmark;#C0BF96;CATMA_D9165512-9F7B-4F2A-942F-D1CC440B8364
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Yucatán;oriental de la Provincia de ***Yucatán***, en 21 y 1;4016;4023;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Territory;#2FA700;CATMA_92CC898E-FC58-4337-BFFB-0C6A92C3D86A
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Piritu;San Francisco, Misioneros del ***Piritu***, situado á la orilla;1338;1344;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Landmark;#C0BF96;CATMA_2D069B33-97C2-44B9-B8D3-090679BCC2A4
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Amazonas ;pequeño del País de las ***Amazonas ***en la parte que poseen;1442;1451;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Territory;#2FA700;CATMA_E229E21A-0FBC-426F-863F-771CBBEA87CA
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Mariquita ;de Honda y Gobierno de ***Mariquita ***en el Nuevo Reyno de;9591;9601;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Territory;#2FA700;CATMA_9EB0D096-A0BB-4140-B0DA-FDF4ED55BDB2
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Nuevo Reyno de Granada;Gobierno de Mariquita en el ***Nuevo Reyno de Granada***, es de temperamento cálido;9607;9629;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Territory;#2FA700;CATMA_4A7DE67D-D307-4875-ADD3-ECB28CAEFC46
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Religiosos Observantes de San Francisco;tienen á su cargo los ***Religiosos Observantes de San Francisco***, Misioneros del Piritu,;1282;1321;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_NonGeoEntity_Organization;#02FFF1;CATMA_AD032B8B-8811-49A3-B2C4-0AC18F435BE4
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;México ;, y transito preciso para ***México ***por dos caminos, uno;4636;4643;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Settlement;#31D800;CATMA_F08D8DC6-9BDB-4A37-8D2E-CFAA0F63CB68
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Cumaná;la Provincia y Gobierno de ***Cumaná***, llamado así también,;1637;1643;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Territory;#2FA700;CATMA_DBA51DF5-E2A9-4481-9F62-CA006EDD2065
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Perú;"de Omasuyos y Reyno del ***Perú***. 

§§§id";8175;8179;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Territory;#2FA700;CATMA_0262131B-1804-4B86-BB57-46C30DBBA562
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Perú;Corregimiento de Canta en el ***Perú***, anexo del Curato de;72;76;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Territory;#2FA700;CATMA_0A70BE1F-DD88-4900-BFD6-A63ABD679526
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Perú;"Corregimiento de Tarma en el ***Perú***.

§§§id";565;569;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Territory;#2FA700;CATMA_E86AF79C-2420-4B1A-A1D8-395B137C960B
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Perú;Corregimiento de Lucanas en el ***Perú***, anexo al Curato de;445;449;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Territory;#2FA700;CATMA_76026C9F-DA16-41A8-8D8E-FC2E4A1BD6B3
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Perú;Corregimiento de Jauja en el ***Perú***, anexo al Curato de;323;327;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Territory;#2FA700;CATMA_41FB30D5-27CE-497D-BEEF-309EEDBCEB7B
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Perú;Corregimiento de Huarochiri en el ***Perú***, anexo al Curato de;662;666;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Territory;#2FA700;CATMA_F099E5BF-0813-4AA1-AF10-0C905047682A
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Perú;"Corregimiento de Huailas en el ***Perú***.

§§§id";938;942;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Territory;#2FA700;CATMA_B723E27A-B442-46A2-8DCF-A3AA9B4C963C
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Brasil ;de Indios del Reyno del ***Brasil ***que habitan en las selvas;8271;8278;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Territory;#2FA700;CATMA_BBEB711E-F1F5-4D62-B9D8-9E76B39251DE
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;San Luis;un fuerte los Franceses llamado ***San Luis***, son allí muy violentas;7093;7101;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity;#00760C;CATMA_CEC737BB-1ACD-4F4C-9E37-5FD69C3F32F1
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Canterbury;"2 al S O de ***Canterbury***.

§§§id";6312;6322;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Settlement;#31D800;CATMA_6BD26E4B-2CBF-49B9-A909-94A28E5425E9
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Misouri;", y entra en el ***Misouri***. 

§§§id";8875;8882;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Landmark;#C0BF96;CATMA_DE0C549B-5CBD-4F23-926D-329705DE8F98
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Zelaya ;en la Alcaldía mayor de ***Zelaya ***de la Provin;10045;10052;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Territory;#2FA700;CATMA_547A64E5-C69D-46F7-8636-4CBB3BD4A19C
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Metepec ;"de la Alcaldía mayor de ***Metepec ***en Nueva España; tiene";5718;5726;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_GeoEntity_Territory;#2FA700;CATMA_6C1C69E1-9C64-44FD-9503-6D1ECD022138
D_F79B01DD-40E4-4947-93EC-0114F7C19F03;SAMPLETEXT B;10067;Motezuma;de Mexico por muerte de ***Motezuma***, donde permanece una hermosa;4157;4165;C_4CA9187A-8421-4DF8-B0E0-60EF7266430E;SAMPLETEXT B Default Annotations;_NonGeoEntity_Person;#00EFFD;CATMA_CB4474BF-0218-471C-B999-C936084BA0F7
